mp_id,formula,K-DFT,G-DFT,K-M3GNet-MatPES,G-M3GNet-MatPES,K-TensorNet-MatPES,G-TensorNet-MatPES,K-CHGNet-MatPES,G-CHGNet-MatPES,K-M3GNet-MPF,G-M3GNet-MPF,K-TensorNet-MPF,G-TensorNet-MPF,K-CHGNet-MPtrj,G-CHGNet-MPtrj,K-TensorNet-OMat24,G-TensorNet-OMat24
754434,Hf3N4,212.613,66.114,177.1109193,81.85883189,235.5295085,131.9412104,188.5578679,98.10603264,146.3259674,40.71195746,141.1152297,56.35312821,206.9145766,82.63122338,217.6203454,118.8000719
570670,YOs2,212.391,51.03,146.5629689,23.82993041,192.4578875,51.61784121,141.6516037,56.77116958,207.7462349,26.36557276,196.3251322,30.90025587,209.0124188,36.03358695,193.2313012,45.1545561
19905,Co2Si,212.261,107.785,188.6795382,86.58087326,189.358245,94.20181772,203.4976951,102.6005787,206.1754102,58.33415263,155.8915367,48.76373452,196.9135338,72.72188548,199.1553725,108.6443357
2417,DyIr3,212.008,96.074,233.1709447,1298.080038,198.9903938,75.33217328,81.96890026,19.59140899,200.1675288,33.47369022,196.2496797,31.01192101,228.5084152,61.55484878,209.3947638,85.66849495
865193,Co3Pt,211.803,94.266,223.1034543,99.98189499,192.4029846,101.2879145,224.325349,90.11794178,205.0689625,60.09160067,171.3378195,42.66148084,172.2342732,58.27634019,168.1436625,91.28637266
30856,ZnPt3,211.734,67.417,196.8278615,71.25728985,188.2256645,72.37915124,165.1098938,67.7052965,214.8056895,28.90231567,194.1644941,33.36272587,204.4769426,55.55414907,199.1849647,59.93834992
776532,HfO2,211.548,106.112,159.1213271,19.27594825,176.1952858,87.58442469,173.6354207,73.47448474,140.9382371,28.62004483,172.759244,77.77162401,205.9078858,76.09005762,197.8041639,102.8633518
1009548,PdN,211.396,53.9,173.1986738,66.44697655,204.2829169,68.61993956,179.2392903,47.79482141,200.077276,305.159276,157.5085314,-24.19953235,201.0175322,22.17390514,207.5097011,46.119193
568595,Re4Si7,210.961,162.768,197.6828743,125.7519964,218.1649749,155.3408843,166.0149248,108.339919,191.4754771,33.15102066,171.0913797,35.08878872,200.1452572,51.14476328,218.2717754,133.7361191
1514,UB2,210.847,214.267,271.3169835,225.8876633,238.7257529,199.8238233,198.5313337,170.3640529,103.6369953,56.43502427,130.9535669,53.83390527,173.2517178,85.88365225,206.1647179,156.1999217
2199,Fe3Si,210.833,99.533,172.959121,76.57066995,173.2052864,83.34219457,191.1676718,75.6939752,177.2497695,19.14622259,74.65267079,30.98460438,152.8082172,34.38167044,111.9271309,66.86070461
24417,MoH,210.772,124.662,154.8935004,-331.1629042,184.8119501,417.7152793,166.6490011,148.5460766,126.7105152,-48.31476025,200.4551905,129.2294017,214.4875675,63.22385351,212.1037774,-259.3796142
973933,NiN,210.715,32.427,229.4157479,58.03895076,203.1759691,65.17251242,196.6749282,59.11736193,145.6247807,21.17947011,151.8649258,-1.106021775,174.0700629,30.69320686,187.7142448,78.43581338
570287,Ta5Si3,210.57,114.096,112.6884904,51.49418321,188.5769834,85.54776533,121.779262,60.84701301,203.9097959,59.63114104,160.4136515,44.58665291,205.6196849,66.12732811,208.9335295,100.7612443
864984,MnV3,210.529,50.037,273.2270308,93.78893344,231.7222005,72.0555404,217.6953967,56.96401605,183.2461315,44.60344163,178.830746,-16.59414701,220.1719338,33.15242178,159.0202715,61.94077894
30836,TaPd3,210.488,86.887,148.6585908,39.23168021,205.5802863,83.11290564,149.6112234,66.89761139,197.1281711,21.64917687,194.9750258,25.4757894,194.2856043,37.31779664,199.924358,74.96031193
673174,Fe8N3,210.46,93.26,125.760431,73.39133977,183.2596548,82.06957671,170.1824548,69.2261327,198.5915638,54.74343898,187.8814185,79.08897817,167.9002571,44.49398621,144.9019032,100.5471791
636331,V3Pt,209.896,543.33,187.3499276,24.18290573,175.9777555,-110.464485,177.7053906,7.155420764,213.891603,49.72820206,189.1414911,13.61386474,199.4053658,22.6979873,169.4803545,-11.39410222
229,ZrRh3,209.808,110.129,214.6014167,105.5018673,202.3328992,111.6262192,200.4181219,84.33578553,196.2408879,34.32244521,192.1102589,26.22058988,201.4534447,55.85985613,206.2870606,94.52285867
11507,Ni4Mo,209.68,92.581,198.5693418,78.47370314,231.6681233,91.39504349,191.7744526,73.69000569,194.2772689,55.94924945,148.9214376,25.45549398,230.4322102,59.20132479,214.0757065,82.70539938
1285,PtO2,209.304,87.687,154.8774987,77.92969862,183.4276062,89.05633666,155.5842625,68.08545008,205.5296151,72.19475449,189.2704165,85.94882827,180.6463081,62.02683927,195.132385,100.15598
971779,ZnRh3,209.272,91.273,209.4109808,95.93871036,205.4681935,85.15440149,175.2236299,69.52813947,214.3090924,22.45095059,159.8032035,29.71745795,214.5854291,52.0631818,189.3250642,73.81812422
28056,P2Rh3,209.142,60.797,145.8067362,45.61981163,178.9664869,65.72750864,168.6064482,49.58725442,181.1064911,9.788537318,182.3997525,24.63182315,190.7063884,35.02890394,201.8736531,69.88063034
2488,SiOs,209.102,77.908,187.8852962,92.7804062,247.5326561,138.6209559,210.0193022,101.1227731,259.6282504,15.97511499,210.4417449,11.58061625,238.3828743,37.91195047,269.9451206,104.8965482
828,SiNi3,209.083,104.05,176.9072775,76.21392434,199.9601849,84.19203279,193.5007534,87.8383628,191.90872,47.54785245,151.8074908,44.96327176,170.4652727,64.55901664,201.2936845,92.46889628
10110,SiRh,209.057,94.851,161.7556809,-4.314240748,138.2726553,-147.2844853,160.8696664,-39.92335956,203.5926393,-8.854222414,191.8201983,10.72100475,193.763883,-75.52076934,182.5510645,-35.57989334
1585,V3Co,208.895,109.487,203.3913478,89.02212343,182.9286663,63.99368245,191.6196876,80.7738968,182.8963143,40.01164317,161.6239335,41.89121777,179.1800391,47.50264355,180.2845888,65.92594414
977434,Nb3Ru,208.891,88.985,219.5707237,89.93375858,198.6201286,58.02357198,180.3847533,62.26468041,228.7778759,34.06604312,189.8369012,16.28225465,210.2338345,24.5492542,195.4187853,63.3955779
2853,GaN,208.803,140.084,182.9447352,116.4021385,199.4036054,140.2284946,178.1490032,96.25528632,218.0208479,96.8676911,216.664297,75.69564723,172.3875892,48.43769302,207.6705763,123.0861203
1667,Co2Ge,208.679,54.043,170.0757278,43.19682397,178.4958186,66.82151217,165.4272296,63.03127226,147.0801621,12.74720382,160.3620458,43.9620248,179.9406844,45.68979606,153.9910223,65.99292442
755300,TiO,208.643,46.453,181.0816187,125.4144454,238.0526767,124.2568955,177.8272481,107.1519274,193.346073,27.67601401,192.9801315,55.83078547,116.2587601,40.46866643,265.1987341,121.2363883
2657,TiO2,208.538,107.377,155.1808076,13.26009437,173.0044576,86.05715672,187.0235058,74.23930377,169.5196525,29.19462927,167.2150848,75.49223569,197.9215116,89.97907232,195.8214133,103.6595142
685097,HfO2,208.48,109.345,191.3642989,39.0208768,217.450757,99.45223206,205.2800682,81.3580701,183.6141923,33.06597472,209.5598423,94.2681182,233.9655659,97.57789183,244.9732361,123.4551953
2542,BeO,208.037,156.717,185.8654706,158.7137001,184.6022675,142.878877,188.6529995,104.1342699,197.1071525,95.78558469,147.3232129,119.1018965,159.9587916,88.47521961,185.2453145,162.7009081
11541,ZrOs,208.008,98.481,204.9265016,102.0779204,209.0793642,89.05106134,178.3128057,89.83727985,214.2425739,38.42807471,192.2944739,15.45666233,212.3610641,31.20494036,204.1699424,93.4485499
11276,BeRh,207.982,99.333,191.2344333,94.88678411,192.9954265,103.0782529,250.6044611,104.3048713,223.1956624,32.86164353,138.6895627,41.82286283,193.9258211,37.42109713,198.7911914,104.7035103
1778,BeO,207.897,153.975,189.3628165,151.2382064,168.0830176,121.9888731,183.6097421,92.78353669,200.1397013,85.45649285,144.5129572,106.3972318,144.4054901,76.97879518,166.7809099,141.2509933
1002122,HfIr,207.546,56.564,143.4465576,-62.42020305,164.1119323,-39.87962318,176.8306771,-35.40209115,184.4934066,-3.460288139,170.0583494,12.02078736,184.4497141,-0.988216612,186.1964412,-5.944857926
1018061,FeH3,207.518,138.143,173.482242,112.587271,140.0871738,105.2850219,240.2641521,105.6113502,202.0732681,49.75097845,131.9150248,81.71821137,108.6114159,21.9621465,192.2693422,91.44358928
557057,NbO2,207.449,81.941,153.9493648,56.50155399,175.8611656,81.95887368,136.1424577,32.78110836,155.3109588,14.98145611,221.7044039,59.97422025,224.4009528,42.81143379,258.0924726,112.1466741
1005,FeP,207.432,133.593,161.6551606,97.37272205,215.3118573,129.3703722,131.5504416,83.04537998,97.98166063,70.5628325,131.9092744,41.91410566,169.3320196,40.93067955,188.1417079,143.6556076
973935,OsN2,207.427,115.236,315.3723099,133.5349516,300.0808145,138.7600813,178.5457066,85.64640061,199.7443669,65.64940974,191.0794513,81.69034006,164.5286937,62.4911835,197.6939378,110.8502234
10734,Ti4O5,207.408,90.488,204.7857224,42.7673391,212.4941458,79.96149664,203.8509351,70.23068991,162.1585901,16.23956706,169.942397,29.98615162,257.0703816,58.20307983,230.4337344,69.03794488
7857,TiB,207.405,190.624,233.7729053,164.6281614,216.9594958,183.4436059,201.8885567,129.0404897,180.3921304,77.3036553,170.5554411,74.31375948,190.2260606,85.56652547,221.6115308,168.2056834
1009264,NbCo,207.312,70.076,157.045906,19.61811044,202.2534478,-28.49016599,175.9754916,-97.0808019,163.3094727,-0.868688468,166.9957473,4.387895531,223.8654828,11.20106654,178.8202842,-32.63356568
8938,Si2Mo,207.258,149.363,135.4706931,90.86679461,190.7854639,140.8076674,141.2593846,101.031627,154.3114022,18.88369537,142.7125198,24.79068794,158.8464031,34.689864,201.7805154,102.4939911
2364,PaO2,206.71,104.185,219.4974833,87.97945346,165.5736236,83.81513052,174.4380894,83.74619286,227.2155268,71.67080444,289.6721728,113.1728178,182.770817,63.38094122,224.6568278,78.59824012
776456,Ti2O3,206.646,108.773,176.1869081,69.95724899,186.5540498,101.9491157,170.4285564,75.23493926,187.0948545,28.85232696,181.6926136,55.25970035,191.9146064,54.77405001,218.69971,104.8600833
20541,V2P,206.579,103.941,139.5270393,65.99771479,205.767451,116.901934,155.4735126,93.74080294,203.4500212,50.85876165,159.3499383,32.99724055,187.0467543,53.37311384,185.6008928,107.3105633
1865,UN,206.53,72.566,163.9943168,80.43462921,234.3869597,85.70377519,139.2915496,55.87369977,106.6443553,26.98558788,103.5423889,33.68052049,197.1776436,41.97149369,169.4712422,67.81236132
1009458,NbC,206.433,63.06,156.2445034,101.4279669,190.6588367,84.58742435,165.8621529,90.43687378,184.9906485,48.08093955,170.2296056,9.474704083,195.4228509,43.72810805,187.5452539,82.7391973
24669,CrH,206.427,74.701,208.0107029,111.5792817,181.4580111,108.6396245,211.5848349,91.96764139,145.4630904,34.03535647,122.4278827,32.89588974,209.5263059,49.49225069,150.1061546,75.99732171
1597,UO2,206.152,92.078,153.1445579,74.66843196,143.5609674,74.96000239,159.5405428,58.29089851,188.7299798,66.0904707,184.9585696,53.41398887,134.7965524,66.34709738,193.2946495,72.56120593
1299,SiPt2,206.108,65.451,135.893947,24.45239092,184.9086714,53.25200305,165.04523,52.00353079,194.9289166,40.2459732,190.1469183,25.87732434,166.8688315,26.99770786,192.0993548,57.22830517
1007974,CrNi3,205.939,102.844,179.8312782,93.14040685,178.4640382,90.66759923,192.9688947,90.46893814,147.7515984,56.65032925,119.4986937,28.3341872,172.9760065,59.93093348,174.8918954,97.22622314
973342,SbRh3,205.763,100.722,223.753043,59.48422788,179.3702402,78.12434912,205.5033985,78.32555062,201.6080454,7.432890037,204.9256864,35.58416202,211.1018105,40.35150878,187.8852224,77.93216836
2592,Si2Mo,205.746,180.217,154.3805069,117.6132903,215.8314944,188.1639083,176.0556921,116.9754015,166.6826003,29.95898239,175.5584686,40.91037293,168.48949,49.11514787,211.4553049,129.8357844
30835,TaPd2,205.117,73.846,188.8016588,61.57585604,208.443543,75.46314241,170.380287,54.98415384,202.6688306,27.64371925,182.5086727,26.37754086,189.1181584,28.90088062,202.2316112,63.43823697
1451,NbNi3,205.078,77.484,172.5063253,68.56809281,206.2892698,83.11005745,194.5254596,66.5764474,193.2406661,40.04598182,141.8756,27.64293146,184.8661757,47.02615231,193.1209236,80.64803076
16960,AlPt2,205.051,83.974,172.5468392,55.52309042,192.7258304,74.66700771,183.4956526,69.85986613,187.8443315,22.31750802,185.7790124,29.51913893,200.9309436,37.48695829,201.4558548,65.61560509
1024071,SiPt2,205.034,28.066,163.7507269,33.93717771,197.1578428,42.86677719,172.7682292,33.36414572,201.7672453,19.64781041,187.3286558,23.88898245,212.6840116,26.42938522,205.5150524,43.47323244
352,HfO2,204.904,100.522,190.8596316,36.71907136,215.5001255,100.6723485,182.4414899,70.6561838,183.3378567,31.75364675,196.6902136,91.19809144,219.2066821,87.38024106,236.4905039,122.2404695
758933,B8O,204.847,179.969,251.7802018,138.0308082,155.1864648,153.0453401,126.9549452,99.64697134,124.3327973,51.49046609,149.2149551,69.42250508,192.2322785,101.2595704,203.9103698,190.6209764
13178,AlN,204.816,122.484,193.0539019,139.70493,210.5661864,154.9179435,207.9555681,134.5445166,159.987598,69.10797826,188.8917065,95.63246259,180.3389844,100.0210051,184.367174,137.809356
17413,Ti3Rh5,204.618,71.393,180.9788776,66.88278496,188.5899471,67.57633074,189.3076591,69.37702345,194.9868861,30.24847664,176.4114457,23.09125759,200.6121215,37.25232275,196.0054608,67.71350862
22320,GaRu,204.343,89.664,206.7851554,82.89403496,192.5997048,89.68014365,169.4286011,75.68123469,197.8418705,19.11580398,151.903002,19.15764226,202.437874,42.53102521,183.6271969,87.12885106
11573,TiTc,204.076,80.038,177.6258116,63.02304579,203.7961434,72.06250362,206.1466609,64.24390575,195.6252014,38.81178624,177.7073661,40.22889432,199.9547916,34.1951571,194.8193468,64.88790224
975912,Mo3H,203.988,63.201,141.4312329,16.80673773,191.9237689,22.68508387,219.564374,94.78669166,180.6329112,23.30901887,191.2657393,-18.82572157,194.7662893,38.70335373,193.4462826,42.93675674
16526,AlPt2,203.954,60.327,174.899277,53.10264098,197.5996621,63.61801144,190.8473052,62.2378196,176.1199854,16.84005404,180.5287388,27.76425437,189.092842,27.96277499,198.9550453,55.83501585
13363,SiPt3,203.951,59.761,201.2982006,48.93655491,202.0853722,64.33117823,179.2386912,55.04873646,231.3786719,27.12925409,202.665671,33.3411907,199.2999029,40.65634544,221.3619494,61.76510171
8282,Ti2N,203.884,120.619,202.1444127,104.1659029,231.4532308,128.9173643,148.6123589,98.09260768,176.3107,59.00413563,207.0780212,63.94688687,195.7434666,66.52405149,212.1053967,114.2688888
470,GeO2,203.816,128.307,543.8428779,0.772730585,211.2065477,136.4169831,184.7616294,72.87835375,205.6622886,43.16751871,195.6579177,96.85816504,215.4021283,108.2707253,194.4256745,147.2790153
1008922,CuN,203.809,67.018,219.2722219,74.37556695,208.6083174,66.37102929,203.4692178,59.39855883,216.2768665,21.22515971,175.9447954,30.10471766,178.6216896,38.01096566,205.7401954,43.76188362
1439,TiO2,203.794,80.898,164.7397196,21.79460414,172.4577962,81.07795387,192.0348521,70.07494841,183.6832606,33.36000986,182.7879474,77.29937925,209.3058337,91.24147212,211.900605,105.71494
189,SiRu,203.638,99.337,128.7271954,60.58730247,218.8543496,122.8371199,186.7982027,78.98478574,238.8327526,17.04528614,181.8926771,22.95291749,210.9013447,40.69225079,230.6241066,96.11927611
2663,Nb3Pt,203.6,81.716,132.6610036,61.02945835,224.0962616,82.32230197,157.2249218,57.21018552,199.5990727,31.64810625,208.6877582,42.69809619,198.3302473,31.66520316,179.9866514,70.15453734
972071,V3Mo,203.583,36.67,200.7273957,79.11052681,222.4827006,55.5558361,183.2783891,38.85600439,202.1911529,40.09750205,158.8729745,20.89663868,186.1963344,30.49096333,181.2894869,32.08889949
542569,AlRu,203.483,107.621,184.3864843,103.0279441,200.6662114,119.3550923,197.169232,94.19676959,198.4893837,32.02495982,155.717871,23.65062343,187.3343324,46.23484633,199.169017,105.4362853
973022,ScRu3,203.422,59.908,187.4841312,56.99035541,199.0922009,54.05383349,189.9097239,47.89748616,198.2202974,-22.53080131,185.5109128,5.138983754,204.3811433,27.57125811,178.2724698,31.99965425
1431,MnSi,203.381,142.935,142.0587425,102.6093548,225.8062167,148.0204949,211.9093918,91.99550804,166.3979337,26.88936355,144.4112018,49.95883315,192.0446126,54.5608581,189.9918263,120.3766989
973004,ScRu3,203.337,64.747,188.1624794,47.66899341,205.675699,52.93921539,191.113092,39.60549236,191.5347141,-104.4985188,208.5856282,15.54045729,194.9783418,23.31705828,180.2925195,35.76468199
1187,ThIr2,203.203,75.228,140.0340413,45.29614494,130.3422241,54.4396719,124.7125136,55.80750969,170.5023653,-1.688046559,194.7344476,23.82314453,202.699128,30.92539225,209.6192821,62.73663582
24082,Ta2H,203.084,67.791,173.3770417,88.43825876,187.1487644,65.44252051,163.3012724,81.3769987,179.0564944,39.36219159,169.3851446,47.99427622,191.140243,50.5740733,187.3530246,69.44160479
570923,YRe2,203.067,55.616,125.7349683,44.60378507,190.459606,59.16213268,127.5163629,48.69529322,170.6302067,15.86089374,161.2973255,19.92237158,212.2758105,35.61256639,189.3313667,52.40909633
862847,PaB3,202.995,148.952,345.9099547,158.9667977,298.8597338,112.3551864,234.8535795,122.4776674,122.3412794,56.45349705,186.2692675,34.84766626,190.0086543,55.22834897,170.3575324,113.0626029
7226,V3Ni,202.988,96.268,206.8642338,86.76700827,171.1473337,65.2769777,179.7379205,76.04665385,189.7418336,50.0655341,140.8212319,39.90002465,162.1572625,44.10006136,170.9766141,63.11946182
507,SiNi2,202.978,59.025,146.4172769,39.26176304,192.571041,70.2733437,173.6962086,66.26646948,191.3533982,41.56442917,154.9992136,38.79569846,190.6314544,45.9270367,179.7049129,67.74917467
30851,Ti3Pt5,202.97,73.603,167.3044389,63.00279062,195.3726803,74.11781296,176.4733003,61.39740586,199.9467036,32.23860687,183.6809883,21.8533041,196.949971,37.88228791,201.1235681,67.77484667
1495,ErIr2,202.819,90.008,87.30725064,17.70952802,154.1912966,54.14151981,81.09224128,7.167851732,194.0238629,32.56642999,189.2622948,28.72387293,206.3517522,51.61402786,209.3584709,81.45045016
632311,Ta2H,202.519,64.761,157.1616954,95.43207721,171.6039042,63.47678454,179.6240373,79.39799911,172.1363243,42.51425331,142.9856214,33.72933705,193.963854,57.8479304,194.3891094,67.66668245
16521,Al3Os2,202.423,117.084,208.0431089,133.5974749,203.2969736,126.7856741,211.5414135,107.776009,188.0302309,39.25845994,173.9800576,18.75137193,199.7446729,42.2982259,212.0727595,116.8134351
12798,Ni3Pt,202.169,90.94,206.5166613,92.46353201,222.1913531,92.92802531,194.8401085,78.18019299,214.8965986,75.20243751,199.9257961,56.31383996,215.7406361,68.888825,195.9406742,86.71244663
1021489,IrO3,202.01,102.231,211.6343891,61.24166224,193.5136796,93.82115658,203.6965774,90.33480487,125.4318732,20.92200962,190.67222,63.59012316,196.2075457,82.7169492,184.4822192,91.46554423
2033,Ni3N,201.929,73.848,192.0717383,66.4074308,241.8966427,82.97620328,208.136316,81.24983121,169.1077354,47.63462185,224.3616864,76.78715169,216.5681965,51.48020523,211.2246781,84.51652803
1007992,CrH,201.908,473.571,188.4169007,-300.2817398,158.3941541,33.50811956,160.5372072,-307.3910843,146.155375,-0.389249451,176.2851118,43.92297479,115.6548018,45.06684464,173.8117563,21.16399036
999133,TaPd,201.83,71.407,205.3515769,48.27131153,221.5543897,54.62932604,163.6953867,-20.8054383,200.8761579,24.18650842,175.0250173,25.58325283,194.1238312,16.58030124,205.2201131,55.66840359
13154,Fe3C,201.825,90.624,133.4321307,76.44507905,212.8623482,95.0018635,196.2558415,81.51559482,224.8272191,67.30910658,175.3669111,75.56590842,161.3412942,56.65120556,164.4311969,101.2246609
871,FeSi,201.745,142.052,179.1663315,92.11071357,213.8068898,137.2846085,151.8379664,87.66959945,120.8261204,35.30967825,118.5459821,37.87120795,163.9510865,50.1121832,197.2705391,115.8378032
998908,TiN,201.627,80.583,185.9450391,111.4543684,196.6342361,106.1736706,182.8902541,82.03835029,204.6229776,-4.222102935,167.1822941,29.96207876,179.0836056,36.58315084,194.7533424,88.6764742
753890,Ni2H,201.621,75.077,176.5346292,73.11824725,198.2384516,74.63152013,191.6325779,71.86168408,197.7849132,56.1612541,140.8424091,44.74450175,191.0456101,51.20140399,184.4947379,80.20749468
2254,Al2O3,201.586,104.324,178.4793598,99.15619833,191.8639785,137.5108086,193.267284,110.1960158,177.961172,104.6136936,194.6720592,123.6102924,201.2459644,109.1547384,201.9899096,142.5603137
1545,Nb3Rh,201.402,86.842,230.5624004,106.7523743,209.2357952,71.485986,170.5030175,50.61599841,227.0597473,39.88025107,199.1934373,35.61895857,196.923473,31.76218709,170.3394731,50.08533412
673635,Fe3N,201.279,93.123,105.7511992,82.4188762,175.6613476,79.42178614,141.1748808,71.20575762,179.4113884,51.49283923,177.6891152,76.47090237,159.0285827,46.95530402,132.4618654,101.6853726
24719,NiH,200.93,66.268,196.2809622,57.06593895,164.5050641,58.78827694,209.7452428,64.65426964,197.3911405,43.93005081,142.2445426,42.04053454,129.1999544,11.40216069,172.2915039,73.87937544
11661,Zr3N4,200.814,116.039,247.9390877,119.063887,285.2359686,146.5609609,150.5832415,95.64060517,262.8151993,74.95721797,165.8137531,75.04218604,237.7900715,89.078184,243.1659144,134.4813323
569249,Ta3Au,200.678,65.069,126.6923179,51.56766862,214.0632911,76.68738879,181.6708742,51.91516049,166.6655522,38.34311353,175.258188,33.35026767,193.2776004,43.20336573,180.468476,75.2563421
22585,GeRh2,200.615,70.269,167.2544028,45.68944727,190.7602195,76.92665673,196.027637,75.22850124,194.6724025,26.34199016,173.3731257,37.11098491,197.5253889,39.72616873,199.6727733,71.38962661
1009019,FeN,200.505,84.859,345.7224058,45.88335835,187.1261599,43.35136319,286.2969593,34.74907937,381.5496917,-12.49557622,266.0757196,193.722627,226.0572459,-87.32602116,192.7565511,36.68813333
1569,Be2C,200.504,228.81,199.6280563,234.842569,235.7139351,224.0903286,240.2063102,190.175811,98.7130227,24.83946236,107.2269457,66.23214044,171.8501305,80.65169101,166.4767408,195.0353564
2857,ScN,200.491,155.674,132.6455576,95.19370618,191.0734511,147.9298206,179.4162196,109.1431124,148.6879518,53.37941646,178.1956246,79.8188116,177.9575417,85.49052163,178.8596353,141.4566617
2260,FePt,200.39,92.583,170.0622222,83.24048359,176.6443736,76.07592353,187.1979073,75.15025349,197.3950109,56.02506476,151.2556093,40.09470546,209.7699756,47.50557541,147.0079631,72.87867162
30353,AgPt3,200.369,62.854,178.8145092,51.77323461,190.8320296,65.30903565,199.7208933,64.87974412,198.9141493,12.34088558,194.0380465,32.12449649,195.5718976,48.58534015,186.530811,51.87365419
776097,HfO2,200.242,96.744,170.9530114,22.04157673,179.1242521,93.56209199,175.518946,79.77413522,154.8000454,29.54744522,177.8299276,81.08728014,208.7326795,80.48393182,205.5024197,113.1933631
20191,Si3Ru2,200.155,115.548,121.8433194,48.63481687,197.3406303,111.2661678,137.1252166,79.19082341,184.9541671,25.8370368,152.7463477,31.58707806,174.5676801,36.42911605,201.5281008,114.4365412
974457,Ru3I,200.1,82.095,169.8993519,33.23451722,157.3869715,78.78348635,253.5544164,84.41541739,189.6262,20.70621662,171.0339721,16.44026035,210.2915808,12.84220681,157.6506835,36.48409598
1501,Al3Pt5,199.949,63.445,174.9220079,55.76766187,189.2264525,67.15851624,183.161123,64.20037204,179.3689166,17.53456525,179.3345656,27.57865951,181.522386,26.75929824,195.660139,55.21091471
21163,SiPt3,199.75,47.08,182.1863171,43.94783158,200.8595346,53.9125143,185.2925178,52.61029526,218.2448796,27.37253099,211.2857345,31.31678879,209.3627588,36.11105678,226.0183096,52.60955201
973181,Mn3Zn,199.466,65.253,201.6756243,42.17941876,99.53525045,55.26297535,168.0562625,128.7255167,145.4236017,24.01126202,87.59456887,14.5455282,161.9607917,124.9353006,88.43816998,51.92346249
1589,TiCr2,199.407,71.552,168.7406206,65.5918993,217.9705218,78.45138333,192.3814874,61.52961556,197.3788127,49.39486313,206.8645706,37.00517284,181.1567455,35.78880446,184.7975814,63.72514451
1418,FeNi3,199.381,99.899,195.7243832,80.70601461,191.5674575,83.55323728,182.3335756,65.45766429,137.9368141,64.96446978,113.3584264,32.70202605,125.5751592,56.7888007,177.3669111,83.31161078
972845,SiMo,199.027,101.53,192.205051,130.9216712,220.9479911,126.1066149,185.2778616,109.5531555,108.5773875,51.90218607,149.1616448,31.82863343,174.8762731,53.18263597,203.288731,88.2574036
20971,SnPt3,198.87,57.089,158.9435773,33.98441383,171.5034455,56.21027622,177.3288879,56.31820204,191.0730099,8.845236126,165.9916591,19.02804187,198.4052737,26.80900582,178.0730728,51.22456165
999188,NbNi3,198.862,31.581,153.1556088,75.74763048,190.382751,88.50146589,178.7300774,77.33477069,171.7769767,39.07887533,143.6316977,34.92697337,207.6309914,53.80647234,180.2429072,81.24793632
21048,CrP,198.838,139.444,113.8089913,84.43706883,209.4738214,156.2948254,172.4739891,101.3818859,153.1426193,48.14021688,121.7772048,37.48755314,191.5742889,50.65652907,151.6448389,121.2668487
1425,TiCr2,198.812,72.775,152.12571,63.18142828,222.523702,82.84004887,204.0030509,69.88451562,195.6147697,49.01362488,224.2823822,38.9608119,178.6831201,39.22353528,192.4748718,71.20837141
1918,FeRh,198.729,74.969,196.4797472,63.3649234,212.8280123,56.47600282,186.0263637,52.96625469,189.2204551,10.9222995,159.884199,19.33289859,203.5360491,8.869347923,159.1977184,35.41706077
305,TiFe,198.715,94.979,180.4640994,103.517466,183.4271275,87.47311267,173.2801251,86.1949862,167.1399295,50.3249265,143.1151231,40.21881807,151.5941429,39.21089416,162.8469518,87.05613723
973,U2N3,198.589,92.753,194.2029662,103.4952598,205.2263813,90.04660823,182.627848,76.45884663,154.1287097,37.49974666,108.3809417,31.81987465,194.1765557,59.56280317,203.4485627,100.0231993
28395,B6P,198.464,173.797,90.78523504,84.65245869,160.7195136,129.464139,116.0602416,75.9380713,108.5129787,45.01100252,117.2025624,59.20589885,150.1569361,75.29206708,195.6290452,167.6398691
1358,DyIr2,198.438,87.843,36.79610357,-53.0319223,145.9133494,51.26568744,130.9552092,-48.82509532,192.9545614,31.80715192,192.7965774,30.15542383,195.9233085,50.92180476,207.8675972,77.75544315
977273,MgRh5,198.411,87.191,203.7229875,109.7078615,220.6902953,116.7911743,182.3083464,77.31532123,195.2749964,24.61026587,169.2133411,35.98835898,204.8855193,54.28948206,193.6481589,89.76448655
568636,TiCr2,198.395,72.282,160.4100536,64.55843272,221.0988438,81.43028661,199.2938478,66.19370455,196.4137598,49.01707469,215.8391067,37.89812531,179.5758055,37.86009236,188.0965092,67.51095472
7586,Ni3C,198.324,58.221,205.5268491,77.47170392,210.9201014,83.19672367,183.1267697,75.46363059,148.8058156,43.17648385,181.0368964,64.90208359,217.6354889,63.61394372,225.9286468,86.65984926
21012,Si3Rh5,198.297,76.444,193.3733135,65.30756407,198.6713971,88.44014739,218.3481545,82.92243439,211.8662946,34.41910885,179.8405114,36.38438932,212.4188075,48.26681328,218.9838174,84.52080745
481,ScPt3,198.156,89.795,162.208678,72.16044617,189.6029137,89.81416524,165.8811517,78.84585492,221.8923611,37.67573102,190.4495184,43.33954682,185.3993677,46.34716254,196.1049453,90.23389498
2802,HfRu,198.115,98.917,181.5942299,100.0354624,178.5166642,73.15491939,182.321511,94.11776433,175.3289426,38.83529866,181.5097586,4.367550612,182.9828183,31.02891248,182.2652173,88.44644266
999389,NbFe3,198.022,78.6,212.0434557,67.57884934,205.4690212,75.33476881,201.8473351,66.48183999,159.7424618,51.8654637,129.3665682,17.03097197,293.0176859,40.82542785,174.7063223,75.09500932
